,Date,Count,date,TMAX,PRCP,AWND
0,2013-01-01,1964,2013-01-01,61.0,0.0,13.0
1,2013-01-02,3673,2013-01-02,33.0,0.0,34.0
2,2013-01-03,3844,2013-01-03,39.0,0.0,15.0
3,2013-01-04,4078,2013-01-04,67.0,0.0,31.0
4,2013-01-05,3517,2013-01-05,72.0,0.0,26.0
5,2013-01-06,3751,2013-01-06,106.0,0.0,21.0
6,2013-01-07,4741,2013-01-07,72.0,0.0,30.0
7,2013-01-08,5274,2013-01-08,117.0,0.0,19.0
8,2013-01-09,5110,2013-01-09,100.0,5.0,12.0
9,2013-01-10,5382,2013-01-10,128.0,0.0,26.0
10,2013-01-11,4094,2013-01-11,72.0,5.0,12.0
11,2013-01-12,5573,2013-01-12,122.0,0.0,8.0
12,2013-01-13,4114,2013-01-13,139.0,3.0,19.0
13,2013-01-14,5023,2013-01-14,150.0,30.0,42.0
14,2013-01-15,2897,2013-01-15,44.0,160.0,30.0
15,2013-01-16,3477,2013-01-16,50.0,74.0,18.0
16,2013-01-17,4769,2013-01-17,67.0,0.0,25.0
17,2013-01-18,4472,2013-01-18,33.0,0.0,42.0
18,2013-01-19,4918,2013-01-19,133.0,0.0,54.0
19,2013-01-20,5699,2013-01-20,144.0,0.0,55.0
20,2013-01-21,4527,2013-01-21,89.0,0.0,39.0
21,2013-01-22,2931,2013-01-22,-17.0,0.0,64.0
22,2013-01-23,3184,2013-01-23,-33.0,0.0,25.0
23,2013-01-24,2425,2013-01-24,-28.0,13.0,42.0
24,2013-01-25,2354,2013-01-25,-56.0,8.0,17.0
25,2013-01-26,2739,2013-01-26,6.0,0.0,17.0
26,2013-01-27,2989,2013-01-27,39.0,0.0,14.0
27,2013-01-28,2712,2013-01-28,78.0,53.0,36.0
28,2013-01-29,5791,2013-01-29,211.0,0.0,26.0
29,2013-01-30,4642,2013-01-30,222.0,508.0,52.0
30,2013-01-31,4325,2013-01-31,150.0,81.0,75.0
31,2013-02-01,3161,2013-02-01,0.0,3.0,62.0
32,2013-02-02,2450,2013-02-02,-11.0,0.0,25.0
33,2013-02-03,2555,2013-02-03,6.0,3.0,19.0
34,2013-02-04,3919,2013-02-04,22.0,0.0,43.0
35,2013-02-05,4578,2013-02-05,56.0,0.0,12.0
36,2013-02-06,4871,2013-02-06,78.0,0.0,39.0
37,2013-02-07,4438,2013-02-07,39.0,0.0,21.0
38,2013-02-08,3351,2013-02-08,56.0,48.0,57.0
39,2013-02-09,3428,2013-02-09,56.0,0.0,72.0
40,2013-02-10,3576,2013-02-10,72.0,0.0,27.0
41,2013-02-11,4222,2013-02-11,144.0,33.0,45.0
42,2013-02-12,5623,2013-02-12,139.0,0.0,35.0
43,2013-02-13,3533,2013-02-13,78.0,66.0,23.0
44,2013-02-14,5117,2013-02-14,100.0,0.0,21.0
45,2013-02-15,5315,2013-02-15,144.0,25.0,31.0
46,2013-02-16,3205,2013-02-16,33.0,0.0,36.0
47,2013-02-17,2487,2013-02-17,-6.0,0.0,81.0
48,2013-02-18,3320,2013-02-18,61.0,0.0,35.0
49,2013-02-19,3932,2013-02-19,72.0,18.0,55.0
50,2013-02-20,4352,2013-02-20,39.0,0.0,74.0
51,2013-02-21,4109,2013-02-21,39.0,0.0,46.0
52,2013-02-22,3526,2013-02-22,6.0,15.0,30.0
53,2013-02-23,2547,2013-02-23,61.0,10.0,24.0
54,2013-02-24,4325,2013-02-24,106.0,0.0,45.0
55,2013-02-25,4948,2013-02-25,83.0,0.0,22.0
56,2013-02-26,2742,2013-02-26,67.0,180.0,39.0
57,2013-02-27,5388,2013-02-27,128.0,10.0,35.0
58,2013-02-28,5084,2013-02-28,72.0,3.0,41.0
59,2013-03-01,4886,2013-03-01,67.0,0.0,46.0
60,2013-03-02,3707,2013-03-02,28.0,0.0,38.0
61,2013-03-03,3048,2013-03-03,56.0,0.0,50.0
62,2013-03-04,4412,2013-03-04,61.0,0.0,57.0
63,2013-03-05,5181,2013-03-05,106.0,8.0,28.0
64,2013-03-06,1125,2013-03-06,33.0,234.0,63.0
65,2013-03-07,5006,2013-03-07,83.0,0.0,53.0
66,2013-03-08,4835,2013-03-08,94.0,0.0,72.0
67,2013-03-09,6768,2013-03-09,156.0,0.0,21.0
68,2013-03-10,6764,2013-03-10,167.0,0.0,24.0
69,2013-03-11,6039,2013-03-11,150.0,0.0,46.0
70,2013-03-12,4245,2013-03-12,144.0,295.0,57.0
71,2013-03-13,5693,2013-03-13,100.0,0.0,48.0
72,2013-03-14,4826,2013-03-14,72.0,0.0,72.0
73,2013-03-15,6330,2013-03-15,139.0,0.0,37.0
74,2013-03-16,6168,2013-03-16,161.0,8.0,30.0
75,2013-03-17,3942,2013-03-17,44.0,0.0,25.0
76,2013-03-18,2747,2013-03-18,28.0,117.0,20.0
77,2013-03-19,5942,2013-03-19,150.0,0.0,50.0
78,2013-03-20,5806,2013-03-20,111.0,0.0,47.0
79,2013-03-21,4508,2013-03-21,28.0,0.0,60.0
80,2013-03-22,5407,2013-03-22,89.0,0.0,45.0
81,2013-03-23,6479,2013-03-23,122.0,0.0,28.0
82,2013-03-24,3857,2013-03-24,56.0,13.0,13.0
83,2013-03-25,1912,2013-03-25,39.0,112.0,29.0
84,2013-03-26,5583,2013-03-26,94.0,0.0,46.0
85,2013-03-27,5800,2013-03-27,94.0,0.0,60.0
86,2013-03-28,5583,2013-03-28,94.0,0.0,52.0
87,2013-03-29,7384,2013-03-29,133.0,0.0,25.0
88,2013-03-30,9598,2013-03-30,156.0,0.0,18.0
89,2013-03-31,3785,2013-03-31,106.0,18.0,13.0
90,2013-04-01,6368,2013-04-01,178.0,0.0,45.0
91,2013-04-02,5902,2013-04-02,100.0,0.0,50.0
92,2013-04-03,6226,2013-04-03,111.0,0.0,41.0
93,2013-04-04,5829,2013-04-04,94.0,41.0,21.0
94,2013-04-05,7589,2013-04-05,189.0,25.0,38.0
95,2013-04-06,9271,2013-04-06,139.0,0.0,29.0
96,2013-04-07,9762,2013-04-07,217.0,0.0,56.0
97,2013-04-08,8466,2013-04-08,272.0,0.0,38.0
98,2013-04-09,9750,2013-04-09,294.0,0.0,33.0
99,2013-04-10,9553,2013-04-10,317.0,0.0,38.0
100,2013-04-11,9091,2013-04-11,300.0,0.0,26.0
101,2013-04-12,5997,2013-04-12,261.0,142.0,28.0
102,2013-04-13,11267,2013-04-13,211.0,0.0,21.0
103,2013-04-14,9604,2013-04-14,194.0,0.0,28.0
104,2013-04-15,6908,2013-04-15,178.0,0.0,26.0
105,2013-04-16,8247,2013-04-16,244.0,0.0,43.0
106,2013-04-17,8477,2013-04-17,250.0,15.0,23.0
107,2013-04-18,7686,2013-04-18,256.0,23.0,37.0
108,2013-04-19,6118,2013-04-19,256.0,305.0,55.0
109,2013-04-20,8793,2013-04-20,156.0,0.0,61.0
110,2013-04-21,7330,2013-04-21,128.0,0.0,30.0
111,2013-04-22,6737,2013-04-22,133.0,0.0,33.0
112,2013-04-23,7434,2013-04-23,161.0,0.0,17.0
113,2013-04-24,8460,2013-04-24,256.0,0.0,55.0
114,2013-04-25,8262,2013-04-25,178.0,0.0,39.0
115,2013-04-26,8996,2013-04-26,183.0,0.0,17.0
116,2013-04-27,10820,2013-04-27,211.0,0.0,16.0
117,2013-04-28,7851,2013-04-28,172.0,10.0,28.0
118,2013-04-29,4289,2013-04-29,161.0,23.0,28.0
119,2013-04-30,5359,2013-04-30,156.0,0.0,28.0
120,2013-05-01,8608,2013-05-01,211.0,0.0,30.0
121,2013-05-02,8490,2013-05-02,206.0,0.0,18.0
122,2013-05-03,8655,2013-05-03,200.0,0.0,32.0
123,2013-05-04,9472,2013-05-04,200.0,0.0,31.0
124,2013-05-05,7986,2013-05-05,172.0,0.0,27.0
125,2013-05-06,6506,2013-05-06,167.0,3.0,39.0
126,2013-05-07,4419,2013-05-07,183.0,259.0,46.0
127,2013-05-08,6586,2013-05-08,200.0,122.0,9.0
128,2013-05-09,7793,2013-05-09,244.0,0.0,15.0
129,2013-05-10,8870,2013-05-10,289.0,97.0,26.0
130,2013-05-11,6455,2013-05-11,250.0,81.0,25.0
131,2013-05-12,8010,2013-05-12,178.0,0.0,55.0
132,2013-05-13,7381,2013-05-13,161.0,0.0,40.0
133,2013-05-14,8061,2013-05-14,183.0,0.0,17.0
134,2013-05-15,8756,2013-05-15,294.0,0.0,37.0
135,2013-05-16,8895,2013-05-16,278.0,0.0,34.0
136,2013-05-17,10047,,,,
137,2013-05-18,6333,2013-05-18,200.0,23.0,22.0
138,2013-05-19,6674,2013-05-19,233.0,10.0,16.0
139,2013-05-20,8383,2013-05-20,272.0,0.0,24.0
140,2013-05-21,9042,2013-05-21,289.0,0.0,31.0
141,2013-05-22,8895,2013-05-22,306.0,0.0,34.0
142,2013-05-23,8051,2013-05-23,272.0,124.0,34.0
143,2013-05-24,6627,2013-05-24,172.0,0.0,70.0
144,2013-05-25,7944,2013-05-25,189.0,0.0,66.0
145,2013-05-26,9888,2013-05-26,228.0,0.0,40.0
146,2013-05-27,8966,2013-05-27,206.0,0.0,7.0
147,2013-05-28,7552,2013-05-28,283.0,56.0,17.0
148,2013-05-29,9275,2013-05-29,317.0,0.0,35.0
149,2013-05-30,8740,2013-05-30,322.0,38.0,23.0
150,2013-05-31,9103,2013-05-31,317.0,0.0,38.0
151,2013-06-01,9457,2013-06-01,322.0,0.0,39.0
152,2013-06-02,7664,2013-06-02,289.0,185.0,39.0
153,2013-06-03,7393,2013-06-03,272.0,48.0,29.0
154,2013-06-04,9926,2013-06-04,239.0,0.0,23.0
155,2013-06-05,9986,2013-06-05,256.0,0.0,20.0
156,2013-06-06,6854,2013-06-06,217.0,168.0,22.0
157,2013-06-07,2477,2013-06-07,211.0,208.0,31.0
158,2013-06-08,9758,2013-06-08,267.0,0.0,22.0
159,2013-06-09,9220,2013-06-09,267.0,46.0,17.0
160,2013-06-10,4368,2013-06-10,272.0,249.0,27.0
161,2013-06-11,9193,2013-06-11,289.0,0.0,38.0
162,2013-06-12,9180,2013-06-12,317.0,0.0,24.0
163,2013-06-13,7259,2013-06-13,300.0,79.0,47.0
164,2013-06-14,9783,2013-06-14,261.0,0.0,52.0
165,2013-06-15,10446,2013-06-15,278.0,0.0,21.0
166,2013-06-16,8710,2013-06-16,289.0,0.0,22.0
167,2013-06-17,8613,2013-06-17,306.0,0.0,17.0
168,2013-06-18,7140,2013-06-18,233.0,53.0,12.0
169,2013-06-19,10039,2013-06-19,250.0,0.0,22.0
170,2013-06-20,10147,2013-06-20,261.0,0.0,28.0
171,2013-06-21,10320,2013-06-21,283.0,0.0,17.0
172,2013-06-22,10799,2013-06-22,300.0,0.0,30.0
173,2013-06-23,7175,2013-06-23,300.0,23.0,14.0
174,2013-06-24,8042,2013-06-24,322.0,0.0,15.0
175,2013-06-25,8970,2013-06-25,333.0,3.0,25.0
176,2013-06-26,8392,2013-06-26,322.0,69.0,20.0
177,2013-06-27,8619,2013-06-27,267.0,0.0,28.0
178,2013-06-28,6247,2013-06-28,311.0,48.0,18.0
179,2013-06-29,10503,2013-06-29,306.0,0.0,16.0
180,2013-06-30,7087,2013-06-30,300.0,0.0,26.0
181,2013-07-01,7842,2013-07-01,283.0,3.0,32.0
182,2013-07-02,7821,2013-07-02,283.0,23.0,42.0
183,2013-07-03,7725,2013-07-03,300.0,157.0,30.0
184,2013-07-04,10742,2013-07-04,317.0,0.0,42.0
185,2013-07-05,10557,2013-07-05,311.0,0.0,43.0
186,2013-07-06,8902,2013-07-06,333.0,0.0,36.0
187,2013-07-07,6871,2013-07-07,322.0,20.0,29.0
188,2013-07-08,8070,2013-07-08,306.0,28.0,22.0
189,2013-07-09,8767,2013-07-09,300.0,0.0,20.0
190,2013-07-10,8113,2013-07-10,317.0,0.0,33.0
191,2013-07-11,8870,,,,
192,2013-07-12,5725,2013-07-12,239.0,290.0,35.0
193,2013-07-13,9278,2013-07-13,289.0,3.0,15.0
194,2013-07-14,8390,2013-07-14,317.0,0.0,25.0
195,2013-07-15,8033,2013-07-15,339.0,0.0,15.0
196,2013-07-16,8402,2013-07-16,344.0,0.0,23.0
197,2013-07-17,8633,2013-07-17,344.0,0.0,18.0
198,2013-07-18,7825,2013-07-18,356.0,0.0,19.0
199,2013-07-19,7978,2013-07-19,350.0,0.0,26.0
200,2013-07-20,8623,2013-07-20,333.0,0.0,34.0
201,2013-07-21,8464,2013-07-21,322.0,33.0,16.0
202,2013-07-22,8678,2013-07-22,317.0,56.0,22.0
203,2013-07-23,9234,2013-07-23,300.0,0.0,32.0
204,2013-07-24,9761,2013-07-24,289.0,0.0,34.0
205,2013-07-25,10105,2013-07-25,261.0,0.0,39.0
206,2013-07-26,10262,2013-07-26,283.0,0.0,15.0
207,2013-07-27,8383,2013-07-27,289.0,234.0,24.0
208,2013-07-28,8139,2013-07-28,289.0,23.0,16.0
209,2013-07-29,9243,2013-07-29,272.0,0.0,25.0
210,2013-07-30,9878,2013-07-30,278.0,0.0,10.0
211,2013-07-31,8702,2013-07-31,261.0,36.0,16.0
212,2013-08-01,7755,2013-08-01,294.0,18.0,22.0
213,2013-08-02,9814,2013-08-02,300.0,0.0,25.0
214,2013-08-03,8450,2013-08-03,267.0,13.0,12.0
215,2013-08-04,10397,2013-08-04,278.0,0.0,41.0
216,2013-08-05,10053,2013-08-05,272.0,0.0,13.0
217,2013-08-06,8382,2013-08-06,233.0,3.0,23.0
218,2013-08-07,9719,2013-08-07,294.0,0.0,34.0
219,2013-08-08,8868,2013-08-08,300.0,64.0,33.0
220,2013-08-09,9462,2013-08-09,317.0,0.0,39.0
221,2013-08-10,10047,2013-08-10,294.0,0.0,17.0
222,2013-08-11,9485,2013-08-11,289.0,0.0,22.0
223,2013-08-12,9481,2013-08-12,317.0,5.0,12.0
224,2013-08-13,8303,2013-08-13,300.0,191.0,27.0
225,2013-08-14,10392,2013-08-14,239.0,0.0,54.0
226,2013-08-15,10629,2013-08-15,256.0,0.0,19.0
227,2013-08-16,10763,2013-08-16,256.0,0.0,12.0
228,2013-08-17,11042,2013-08-17,267.0,0.0,23.0
229,2013-08-18,5753,2013-08-18,222.0,15.0,18.0
230,2013-08-19,8968,2013-08-19,239.0,0.0,20.0
231,2013-08-20,9579,2013-08-20,311.0,0.0,11.0
232,2013-08-21,9140,2013-08-21,317.0,25.0,20.0
233,2013-08-22,9543,2013-08-22,311.0,0.0,26.0
234,2013-08-23,7625,2013-08-23,244.0,104.0,20.0
235,2013-08-24,10844,2013-08-24,283.0,0.0,22.0
236,2013-08-25,9481,2013-08-25,278.0,0.0,16.0
237,2013-08-26,9269,2013-08-26,306.0,0.0,29.0
238,2013-08-27,9506,2013-08-27,322.0,13.0,28.0
239,2013-08-28,7636,2013-08-28,261.0,46.0,12.0
240,2013-08-29,9343,2013-08-29,300.0,0.0,25.0
241,2013-08-30,9661,2013-08-30,306.0,0.0,34.0
242,2013-08-31,9403,2013-08-31,322.0,0.0,35.0
243,2013-09-01,9216,2013-09-01,333.0,8.0,16.0
244,2013-09-02,8025,2013-09-02,328.0,46.0,16.0
245,2013-09-03,8810,2013-09-03,300.0,0.0,43.0
246,2013-09-04,9734,2013-09-04,283.0,0.0,21.0
247,2013-09-05,9918,2013-09-05,294.0,0.0,32.0
248,2013-09-06,10142,2013-09-06,250.0,0.0,21.0
249,2013-09-07,10118,2013-09-07,278.0,0.0,21.0
250,2013-09-08,9400,2013-09-08,322.0,0.0,25.0
251,2013-09-09,9056,2013-09-09,267.0,0.0,31.0
252,2013-09-10,9432,2013-09-10,339.0,0.0,32.0
253,2013-09-11,9175,2013-09-11,344.0,0.0,23.0
254,2013-09-12,6981,2013-09-12,339.0,10.0,26.0
255,2013-09-13,9931,2013-09-13,267.0,0.0,47.0
256,2013-09-14,11131,2013-09-14,217.0,0.0,32.0
257,2013-09-15,9748,2013-09-15,250.0,0.0,23.0
258,2013-09-16,8268,2013-09-16,228.0,15.0,31.0
259,2013-09-17,9836,2013-09-17,211.0,0.0,29.0
260,2013-09-18,9952,2013-09-18,217.0,0.0,13.0
261,2013-09-19,10360,2013-09-19,261.0,0.0,16.0
262,2013-09-20,10545,2013-09-20,267.0,0.0,24.0
263,2013-09-21,6840,2013-09-21,233.0,330.0,36.0
264,2013-09-22,9339,2013-09-22,233.0,0.0,31.0
265,2013-09-23,8981,,,,
266,2013-09-24,9489,2013-09-24,233.0,0.0,11.0
267,2013-09-25,9524,2013-09-25,250.0,0.0,10.0
268,2013-09-26,9788,2013-09-26,256.0,0.0,15.0
269,2013-09-27,9858,2013-09-27,217.0,0.0,4.0
270,2013-09-28,10057,2013-09-28,206.0,0.0,11.0
271,2013-09-29,9251,2013-09-29,233.0,0.0,11.0
272,2013-09-30,9032,2013-09-30,244.0,0.0,9.0
273,2013-10-01,10255,2013-10-01,283.0,0.0,12.0
274,2013-10-02,10249,2013-10-02,300.0,0.0,18.0
275,2013-10-03,10059,2013-10-03,283.0,0.0,11.0
276,2013-10-04,10158,2013-10-04,322.0,0.0,7.0
277,2013-10-05,10456,2013-10-05,322.0,0.0,10.0
278,2013-10-06,9650,2013-10-06,317.0,0.0,35.0
279,2013-10-07,5797,2013-10-07,233.0,287.0,42.0
280,2013-10-08,9829,2013-10-08,206.0,0.0,23.0
281,2013-10-09,6360,2013-10-09,161.0,53.0,39.0
282,2013-10-10,2491,,,,
283,2013-10-11,1775,2013-10-11,167.0,859.0,46.0
284,2013-10-12,5191,2013-10-12,194.0,84.0,32.0
285,2013-10-13,5938,2013-10-13,167.0,30.0,34.0
286,2013-10-14,8818,2013-10-14,217.0,0.0,13.0
287,2013-10-15,9272,2013-10-15,222.0,0.0,10.0
288,2013-10-16,9629,2013-10-16,217.0,0.0,19.0
289,2013-10-17,9468,2013-10-17,244.0,23.0,30.0
290,2013-10-18,10256,2013-10-18,189.0,0.0,29.0
291,2013-10-19,9309,2013-10-19,183.0,0.0,23.0
292,2013-10-20,8493,2013-10-20,172.0,0.0,29.0
293,2013-10-21,8956,2013-10-21,194.0,0.0,27.0
294,2013-10-22,8990,2013-10-22,183.0,0.0,26.0
295,2013-10-23,7884,2013-10-23,144.0,0.0,31.0
296,2013-10-24,7823,2013-10-24,111.0,0.0,43.0
297,2013-10-25,7866,2013-10-25,122.0,0.0,31.0
298,2013-10-26,7906,2013-10-26,133.0,0.0,35.0
299,2013-10-27,7917,2013-10-27,161.0,0.0,16.0
300,2013-10-28,8515,2013-10-28,183.0,0.0,12.0
301,2013-10-29,8949,2013-10-29,178.0,0.0,6.0
302,2013-10-30,8055,2013-10-30,189.0,8.0,13.0
303,2013-10-31,8335,2013-10-31,211.0,0.0,35.0
304,2013-11-01,8046,2013-11-01,250.0,36.0,44.0
305,2013-11-02,9374,2013-11-02,206.0,0.0,31.0
306,2013-11-03,7652,2013-11-03,139.0,0.0,47.0
307,2013-11-04,6854,2013-11-04,78.0,0.0,18.0
308,2013-11-05,8152,2013-11-05,133.0,0.0,8.0
309,2013-11-06,8780,2013-11-06,206.0,0.0,31.0
310,2013-11-07,7974,2013-11-07,150.0,18.0,49.0
311,2013-11-08,7508,2013-11-08,111.0,0.0,35.0
312,2013-11-09,7541,2013-11-09,128.0,0.0,34.0
313,2013-11-10,7177,2013-11-10,172.0,0.0,52.0
314,2013-11-11,7188,2013-11-11,150.0,0.0,37.0
315,2013-11-12,6112,2013-11-12,111.0,0.0,50.0
316,2013-11-13,6466,2013-11-13,67.0,0.0,40.0
317,2013-11-14,7273,2013-11-14,144.0,0.0,10.0
318,2013-11-15,7671,2013-11-15,167.0,20.0,11.0
319,2013-11-16,6804,2013-11-16,111.0,33.0,10.0
320,2013-11-17,6945,2013-11-17,167.0,3.0,30.0
321,2013-11-18,8253,2013-11-18,200.0,36.0,50.0
322,2013-11-19,7445,2013-11-19,89.0,0.0,59.0
323,2013-11-20,7340,2013-11-20,89.0,0.0,20.0
324,2013-11-21,7521,2013-11-21,89.0,0.0,9.0
325,2013-11-22,8146,2013-11-22,172.0,0.0,27.0
326,2013-11-23,6134,2013-11-23,139.0,0.0,71.0
327,2013-11-24,3193,2013-11-24,0.0,0.0,67.0
328,2013-11-25,5260,2013-11-25,28.0,0.0,32.0
329,2013-11-26,1873,2013-11-26,28.0,437.0,29.0
330,2013-11-27,2240,2013-11-27,44.0,127.0,59.0
331,2013-11-28,1574,2013-11-28,33.0,0.0,38.0
332,2013-11-29,2918,2013-11-29,56.0,0.0,27.0
333,2013-11-30,3003,2013-11-30,28.0,0.0,12.0
334,2013-12-01,3670,2013-12-01,83.0,0.0,4.0
335,2013-12-02,6314,2013-12-02,94.0,0.0,8.0
336,2013-12-03,7449,2013-12-03,139.0,0.0,5.0
337,2013-12-04,7551,2013-12-04,133.0,0.0,13.0
338,2013-12-05,8142,2013-12-05,206.0,0.0,43.0
339,2013-12-06,2944,,,,
340,2013-12-07,4878,2013-12-07,56.0,48.0,47.0
341,2013-12-08,1357,2013-12-08,-5.0,196.0,26.0
342,2013-12-09,3446,2013-12-09,11.0,109.0,15.0
343,2013-12-10,2696,2013-12-10,28.0,76.0,31.0
344,2013-12-11,5470,2013-12-11,39.0,0.0,10.0
345,2013-12-12,5084,2013-12-12,0.0,0.0,30.0
346,2013-12-13,5624,,,,
347,2013-12-14,2794,2013-12-14,28.0,81.0,21.0
348,2013-12-15,4301,2013-12-15,83.0,0.0,35.0
349,2013-12-16,5612,2013-12-16,33.0,0.0,21.0
350,2013-12-17,5350,2013-12-17,39.0,5.0,15.0
351,2013-12-18,5772,2013-12-18,56.0,0.0,26.0
352,2013-12-19,6653,2013-12-19,156.0,0.0,26.0
353,2013-12-20,6511,2013-12-20,144.0,0.0,43.0
354,2013-12-21,6430,2013-12-21,211.0,0.0,60.0
355,2013-12-22,2830,2013-12-22,217.0,130.0,53.0
356,2013-12-23,2002,2013-12-23,172.0,203.0,43.0
357,2013-12-24,2345,2013-12-24,44.0,0.0,46.0
358,2013-12-25,1001,2013-12-25,0.0,0.0,22.0
359,2013-12-26,2446,2013-12-26,78.0,0.0,21.0
360,2013-12-27,3584,2013-12-27,100.0,0.0,18.0
361,2013-12-28,4421,2013-12-28,139.0,0.0,28.0
362,2013-12-29,1441,2013-12-29,94.0,323.0,29.0
363,2013-12-30,4356,2013-12-30,72.0,0.0,33.0
364,2013-12-31,4126,2013-12-31,72.0,0.0,37.0
365,2014-01-01,3011,2014-01-01,78.0,0.0,20.0
366,2014-01-02,3316,2014-01-02,28.0,91.0,21.0
367,2014-01-03,1608,2014-01-03,-16.0,0.0,58.0
368,2014-01-04,2242,2014-01-04,0.0,0.0,30.0
369,2014-01-05,2060,2014-01-05,28.0,58.0,13.0
370,2014-01-06,3507,2014-01-06,67.0,20.0,67.0
371,2014-01-07,2282,2014-01-07,-77.0,0.0,43.0
