,Date,Count,date,TMAX,PRCP,AWND
1463,2017-01-07,1809,2017-01-07,-43.0,10.0,58.0
1464,2017-01-08,1920,2017-01-08,-55.0,0.0,66.0
1465,2017-01-09,4617,2017-01-09,-27.0,0.0,25.0
1466,2017-01-10,5606,2017-01-10,44.0,0.0,47.0
1467,2017-01-11,7267,2017-01-11,139.0,23.0,41.0
1468,2017-01-12,9091,2017-01-12,211.0,5.0,76.0
1469,2017-01-13,8031,2017-01-13,172.0,0.0,47.0
1470,2017-01-14,1864,2017-01-14,44.0,58.0,18.0
1471,2017-01-15,5348,,,,
1472,2017-01-16,4485,2017-01-16,72.0,0.0,20.0
1473,2017-01-17,5574,2017-01-17,111.0,51.0,21.0
1474,2017-01-18,7345,2017-01-18,139.0,0.0,41.0
1475,2017-01-19,7376,2017-01-19,111.0,0.0,20.0
1476,2017-01-20,5566,2017-01-20,94.0,8.0,17.0
1477,2017-01-21,8157,2017-01-21,94.0,0.0,17.0
1478,2017-01-22,4066,2017-01-22,100.0,18.0,30.0
1479,2017-01-23,2905,2017-01-23,100.0,188.0,74.0
1480,2017-01-24,7389,2017-01-24,83.0,18.0,73.0
1481,2017-01-25,9023,2017-01-25,172.0,0.0,38.0
1482,2017-01-26,8048,2017-01-26,139.0,0.0,60.0
1483,2017-01-27,6887,2017-01-27,50.0,0.0,64.0
1484,2017-01-28,5555,2017-01-28,83.0,0.0,34.0
1485,2017-01-29,5250,2017-01-29,61.0,0.0,22.0
1486,2017-01-30,5420,2017-01-30,28.0,5.0,41.0
1487,2017-01-31,7764,2017-01-31,122.0,0.0,33.0
1488,2017-02-01,8231,2017-02-01,106.0,0.0,14.0
1489,2017-02-02,7649,2017-02-02,94.0,0.0,36.0
1490,2017-02-03,6543,2017-02-03,28.0,0.0,42.0
1491,2017-02-04,4807,2017-02-04,39.0,0.0,27.0
1492,2017-02-05,5489,2017-02-05,117.0,0.0,38.0
1493,2017-02-06,8399,2017-02-06,172.0,0.0,21.0
1494,2017-02-07,9796,2017-02-07,222.0,0.0,60.0
1495,2017-02-08,10619,2017-02-08,217.0,0.0,42.0
1496,2017-02-09,5369,2017-02-09,111.0,51.0,90.0
1497,2017-02-10,5974,2017-02-10,17.0,0.0,45.0
1498,2017-02-11,6821,2017-02-11,111.0,0.0,19.0
1499,2017-02-12,4723,2017-02-12,117.0,13.0,33.0
1500,2017-02-13,6364,2017-02-13,78.0,0.0,76.0
1501,2017-02-14,7409,2017-02-14,78.0,0.0,22.0
1502,2017-02-15,7485,2017-02-15,117.0,0.0,50.0
1503,2017-02-16,6427,2017-02-16,39.0,0.0,66.0
1504,2017-02-17,7282,2017-02-17,111.0,0.0,10.0
1505,2017-02-18,10726,2017-02-18,222.0,0.0,20.0
1506,2017-02-19,12350,2017-02-19,206.0,0.0,48.0
1507,2017-02-20,10058,2017-02-20,183.0,0.0,36.0
1508,2017-02-21,8815,2017-02-21,139.0,0.0,28.0
1509,2017-02-22,9659,2017-02-22,183.0,0.0,20.0
1510,2017-02-23,11744,2017-02-23,250.0,0.0,35.0
1511,2017-02-24,12959,2017-02-24,250.0,0.0,43.0
1512,2017-02-25,8174,2017-02-25,250.0,20.0,66.0
1513,2017-02-26,6339,2017-02-26,89.0,0.0,46.0
1514,2017-02-27,8264,2017-02-27,122.0,0.0,18.0
1515,2017-02-28,7828,2017-02-28,194.0,97.0,16.0
1516,2017-03-01,8977,2017-03-01,239.0,3.0,70.0
1517,2017-03-02,8134,2017-03-02,156.0,0.0,87.0
1518,2017-03-03,6741,2017-03-03,50.0,0.0,61.0
1519,2017-03-04,5283,2017-03-04,56.0,0.0,45.0
1520,2017-03-05,4999,2017-03-05,39.0,0.0,20.0
1521,2017-03-06,8583,2017-03-06,117.0,0.0,13.0
1522,2017-03-07,8383,2017-03-07,200.0,46.0,34.0
1523,2017-03-08,10971,2017-03-08,189.0,3.0,57.0
1524,2017-03-09,12406,2017-03-09,217.0,0.0,41.0
1525,2017-03-10,5998,2017-03-10,133.0,20.0,71.0
1526,2017-03-11,5116,2017-03-11,33.0,0.0,63.0
1527,2017-03-12,4621,2017-03-12,50.0,0.0,41.0
1528,2017-03-13,6470,2017-03-13,78.0,69.0,33.0
1529,2017-03-14,1583,2017-03-14,28.0,213.0,97.0
1530,2017-03-15,3359,2017-03-15,-5.0,0.0,98.0
1531,2017-03-16,5179,2017-03-16,39.0,0.0,55.0
1532,2017-03-17,7207,2017-03-17,100.0,8.0,22.0
1533,2017-03-18,8245,2017-03-18,139.0,86.0,25.0
1534,2017-03-19,5689,2017-03-19,106.0,23.0,51.0
1535,2017-03-20,9303,2017-03-20,122.0,0.0,22.0
1536,2017-03-21,10612,2017-03-21,167.0,3.0,31.0
1537,2017-03-22,8313,2017-03-22,150.0,0.0,72.0
1538,2017-03-23,8616,2017-03-23,89.0,0.0,20.0
1539,2017-03-24,9086,2017-03-24,167.0,36.0,48.0
1540,2017-03-25,16191,2017-03-25,256.0,0.0,30.0
1541,2017-03-26,6621,2017-03-26,167.0,5.0,38.0
1542,2017-03-27,11367,2017-03-27,239.0,10.0,20.0
1543,2017-03-28,10444,2017-03-28,217.0,130.0,24.0
1544,2017-03-29,12789,2017-03-29,183.0,0.0,43.0
1545,2017-03-30,10324,2017-03-30,117.0,0.0,39.0
1546,2017-03-31,3793,2017-03-31,89.0,394.0,36.0
1547,2017-04-01,10321,2017-04-01,144.0,5.0,60.0
1548,2017-04-02,13714,2017-04-02,178.0,0.0,25.0
1549,2017-04-03,10868,2017-04-03,194.0,10.0,46.0
1550,2017-04-04,12666,2017-04-04,261.0,0.0,57.0
1551,2017-04-05,13545,2017-04-05,228.0,0.0,37.0
1552,2017-04-06,6353,2017-04-06,167.0,399.0,46.0
1553,2017-04-07,7596,2017-04-07,89.0,0.0,85.0
1554,2017-04-08,12508,2017-04-08,172.0,0.0,38.0
1555,2017-04-09,15133,2017-04-09,222.0,0.0,24.0
1556,2017-04-10,13742,2017-04-10,272.0,0.0,41.0
1557,2017-04-11,15371,2017-04-11,300.0,0.0,31.0
1558,2017-04-12,14088,2017-04-12,250.0,3.0,34.0
1559,2017-04-13,15434,2017-04-13,206.0,0.0,25.0
1560,2017-04-14,16038,2017-04-14,222.0,0.0,20.0
1561,2017-04-15,16896,2017-04-15,256.0,0.0,28.0
1562,2017-04-16,13129,2017-04-16,300.0,0.0,41.0
1563,2017-04-17,10278,2017-04-17,217.0,25.0,26.0
1564,2017-04-18,13752,2017-04-18,228.0,0.0,30.0
1565,2017-04-19,11693,2017-04-19,167.0,8.0,38.0
1566,2017-04-20,12273,2017-04-20,278.0,84.0,30.0
1567,2017-04-21,13541,2017-04-21,289.0,0.0,20.0
1568,2017-04-22,4485,2017-04-22,183.0,127.0,37.0
1569,2017-04-23,10744,2017-04-23,156.0,0.0,25.0
1570,2017-04-24,5684,2017-04-24,139.0,69.0,38.0
1571,2017-04-25,7966,2017-04-25,150.0,43.0,45.0
1572,2017-04-26,11969,2017-04-26,228.0,0.0,29.0
1573,2017-04-27,13787,2017-04-27,278.0,0.0,33.0
1574,2017-04-28,14391,2017-04-28,289.0,0.0,25.0
1575,2017-04-29,14412,2017-04-29,317.0,0.0,28.0
1576,2017-04-30,13613,2017-04-30,300.0,0.0,30.0
1577,2017-05-01,10982,2017-05-01,272.0,61.0,65.0
1578,2017-05-02,13312,2017-05-02,244.0,0.0,42.0
1579,2017-05-03,12931,2017-05-03,172.0,0.0,48.0
1580,2017-05-04,11851,2017-05-04,183.0,53.0,41.0
1581,2017-05-05,7263,2017-05-05,239.0,277.0,54.0
1582,2017-05-06,5842,2017-05-06,172.0,33.0,39.0
1583,2017-05-07,9613,2017-05-07,167.0,0.0,47.0
1584,2017-05-08,11412,2017-05-08,178.0,0.0,35.0
1585,2017-05-09,12369,2017-05-09,189.0,0.0,15.0
1586,2017-05-10,13529,2017-05-10,239.0,0.0,16.0
1587,2017-05-11,3647,2017-05-11,150.0,439.0,27.0
1588,2017-05-12,7213,2017-05-12,133.0,97.0,26.0
1589,2017-05-13,8177,2017-05-13,156.0,104.0,35.0
1590,2017-05-14,12866,2017-05-14,267.0,0.0,44.0
1591,2017-05-15,12580,2017-05-15,239.0,0.0,51.0
1592,2017-05-16,13640,2017-05-16,272.0,0.0,14.0
1593,2017-05-17,12779,2017-05-17,333.0,0.0,30.0
1594,2017-05-18,12404,2017-05-18,322.0,155.0,38.0
1595,2017-05-19,13427,2017-05-19,322.0,13.0,25.0
1596,2017-05-20,13795,2017-05-20,217.0,0.0,35.0
1597,2017-05-21,11101,2017-05-21,194.0,0.0,30.0
1598,2017-05-22,9106,2017-05-22,228.0,130.0,13.0
1599,2017-05-23,10522,2017-05-23,183.0,30.0,25.0
1600,2017-05-24,11942,2017-05-24,183.0,86.0,35.0
1601,2017-05-25,6714,2017-05-25,228.0,201.0,29.0
1602,2017-05-26,13591,2017-05-26,244.0,0.0,42.0
1603,2017-05-27,11475,2017-05-27,222.0,3.0,12.0
1604,2017-05-28,10188,2017-05-28,233.0,43.0,18.0
1605,2017-05-29,12931,2017-05-29,278.0,0.0,26.0
1606,2017-05-30,10303,2017-05-30,228.0,279.0,35.0
1607,2017-05-31,12172,2017-05-31,283.0,152.0,16.0
1608,2017-06-01,13655,2017-06-01,278.0,0.0,30.0
1609,2017-06-02,14110,2017-06-02,267.0,0.0,27.0
1610,2017-06-03,13898,2017-06-03,289.0,0.0,30.0
1611,2017-06-04,12634,2017-06-04,300.0,0.0,29.0
1612,2017-06-05,10640,2017-06-05,228.0,46.0,19.0
1613,2017-06-06,14139,2017-06-06,250.0,0.0,44.0
1614,2017-06-07,12562,2017-06-07,206.0,0.0,25.0
1615,2017-06-08,13952,2017-06-08,239.0,0.0,24.0
1616,2017-06-09,14575,2017-06-09,267.0,0.0,26.0
1617,2017-06-10,14677,2017-06-10,306.0,0.0,20.0
1618,2017-06-11,11835,2017-06-11,328.0,0.0,24.0
1619,2017-06-12,12305,2017-06-12,328.0,0.0,20.0
1620,2017-06-13,12534,2017-06-13,350.0,0.0,17.0
1621,2017-06-14,13207,2017-06-14,322.0,0.0,32.0
1622,2017-06-15,13843,2017-06-15,294.0,0.0,29.0
1623,2017-06-16,12465,2017-06-16,267.0,15.0,19.0
1624,2017-06-17,13193,2017-06-17,300.0,0.0,27.0
1625,2017-06-18,11161,,,,
1626,2017-06-19,9423,2017-06-19,306.0,157.0,51.0
1627,2017-06-20,13977,2017-06-20,300.0,0.0,34.0
1628,2017-06-21,14010,2017-06-21,311.0,0.0,25.0
1629,2017-06-22,13499,2017-06-22,300.0,0.0,23.0
1630,2017-06-23,12518,2017-06-23,306.0,38.0,55.0
1631,2017-06-24,14321,2017-06-24,300.0,69.0,39.0
1632,2017-06-25,13621,2017-06-25,294.0,0.0,30.0
1633,2017-06-26,14392,2017-06-26,272.0,0.0,30.0
1634,2017-06-27,15015,2017-06-27,267.0,0.0,27.0
1635,2017-06-28,14893,2017-06-28,267.0,0.0,21.0
1636,2017-06-29,13945,2017-06-29,317.0,0.0,45.0
1637,2017-06-30,13752,,,,
1638,2017-07-01,11409,2017-07-01,328.0,53.0,39.0
1639,2017-07-02,13583,2017-07-02,322.0,0.0,22.0
1640,2017-07-03,15293,2017-07-03,322.0,0.0,19.0
1641,2017-07-04,15403,2017-07-04,322.0,0.0,20.0
1642,2017-07-05,10587,2017-07-05,289.0,295.0,27.0
1643,2017-07-06,7357,2017-07-06,267.0,427.0,24.0
1644,2017-07-07,13981,2017-07-07,311.0,25.0,27.0
1645,2017-07-08,15517,2017-07-08,306.0,0.0,30.0
1646,2017-07-09,15302,2017-07-09,283.0,0.0,21.0
1647,2017-07-10,12919,2017-07-10,317.0,0.0,22.0
1648,2017-07-11,13676,2017-07-11,317.0,3.0,22.0
1649,2017-07-12,13485,2017-07-12,339.0,0.0,22.0
1650,2017-07-13,12659,2017-07-13,344.0,0.0,26.0
1651,2017-07-14,10312,2017-07-14,344.0,185.0,19.0
1652,2017-07-15,14469,2017-07-15,306.0,0.0,37.0
1653,2017-07-16,13584,2017-07-16,306.0,0.0,16.0
1654,2017-07-17,12478,2017-07-17,317.0,0.0,27.0
1655,2017-07-18,12922,2017-07-18,333.0,422.0,18.0
1656,2017-07-19,13166,2017-07-19,339.0,0.0,13.0
1657,2017-07-20,12673,2017-07-20,339.0,0.0,20.0
1658,2017-07-21,12939,2017-07-21,339.0,0.0,20.0
1659,2017-07-22,10028,2017-07-22,322.0,183.0,20.0
1660,2017-07-23,11050,2017-07-23,306.0,213.0,24.0
1661,2017-07-24,12519,2017-07-24,322.0,0.0,26.0
1662,2017-07-25,14974,2017-07-25,261.0,0.0,41.0
1663,2017-07-26,15549,2017-07-26,289.0,0.0,18.0
1664,2017-07-27,14652,2017-07-27,306.0,18.0,20.0
1665,2017-07-28,5726,2017-07-28,256.0,371.0,30.0
1666,2017-07-29,9765,2017-07-29,250.0,41.0,51.0
1667,2017-07-30,15767,2017-07-30,278.0,0.0,30.0
1668,2017-07-31,13936,2017-07-31,311.0,0.0,13.0
1669,2017-08-01,12402,2017-08-01,317.0,0.0,17.0
1670,2017-08-02,14079,2017-08-02,317.0,0.0,16.0
1671,2017-08-03,12796,2017-08-03,311.0,23.0,20.0
1672,2017-08-04,14288,2017-08-04,311.0,0.0,30.0
1673,2017-08-05,16346,2017-08-05,261.0,0.0,46.0
1674,2017-08-06,14159,2017-08-06,267.0,0.0,10.0
1675,2017-08-07,5895,2017-08-07,233.0,196.0,24.0
1676,2017-08-08,14742,2017-08-08,267.0,0.0,31.0
1677,2017-08-09,14962,2017-08-09,289.0,0.0,17.0
1678,2017-08-10,14779,2017-08-10,283.0,0.0,16.0
1679,2017-08-11,12389,2017-08-11,283.0,277.0,27.0
1680,2017-08-12,11692,2017-08-12,289.0,23.0,9.0
1681,2017-08-13,14146,2017-08-13,283.0,0.0,22.0
1682,2017-08-14,13180,2017-08-14,250.0,0.0,9.0
1683,2017-08-15,9953,2017-08-15,267.0,97.0,16.0
1684,2017-08-16,13577,2017-08-16,317.0,0.0,15.0
1685,2017-08-17,13301,2017-08-17,317.0,0.0,24.0
1686,2017-08-18,11403,2017-08-18,339.0,175.0,34.0
1687,2017-08-19,13442,2017-08-19,311.0,3.0,23.0
1688,2017-08-20,12643,2017-08-20,300.0,0.0,22.0
1689,2017-08-21,12271,2017-08-21,317.0,0.0,23.0
1690,2017-08-22,12603,2017-08-22,328.0,0.0,36.0
1691,2017-08-23,14061,2017-08-23,283.0,0.0,33.0
1692,2017-08-24,14134,2017-08-24,272.0,0.0,24.0
1693,2017-08-25,14882,2017-08-25,256.0,0.0,27.0
1694,2017-08-26,14679,2017-08-26,261.0,0.0,16.0
1695,2017-08-27,13356,2017-08-27,250.0,0.0,23.0
1696,2017-08-28,13129,2017-08-28,244.0,0.0,30.0
1697,2017-08-29,4620,2017-08-29,194.0,180.0,36.0
1698,2017-08-30,14714,2017-08-30,256.0,0.0,22.0
1699,2017-08-31,13911,2017-08-31,289.0,0.0,21.0
1700,2017-09-01,13176,2017-09-01,206.0,0.0,31.0
1701,2017-09-02,4175,2017-09-02,161.0,168.0,26.0
1702,2017-09-03,15371,2017-09-03,256.0,0.0,24.0
1703,2017-09-04,13580,2017-09-04,278.0,0.0,34.0
1704,2017-09-05,11359,2017-09-05,300.0,81.0,34.0
1705,2017-09-06,5996,2017-09-06,200.0,165.0,20.0
1706,2017-09-07,14050,2017-09-07,222.0,0.0,27.0
1707,2017-09-08,14691,2017-09-08,244.0,0.0,24.0
1708,2017-09-09,14762,2017-09-09,217.0,0.0,32.0
1709,2017-09-10,13009,2017-09-10,222.0,0.0,25.0
1710,2017-09-11,13401,2017-09-11,222.0,0.0,19.0
1711,2017-09-12,14497,2017-09-12,250.0,0.0,17.0
1712,2017-09-13,11920,2017-09-13,256.0,23.0,18.0
1713,2017-09-14,13219,2017-09-14,267.0,8.0,19.0
1714,2017-09-15,14604,2017-09-15,278.0,0.0,21.0
1715,2017-09-16,15297,2017-09-16,289.0,0.0,11.0
1716,2017-09-17,13169,2017-09-17,283.0,0.0,15.0
1717,2017-09-18,13034,2017-09-18,267.0,0.0,26.0
1718,2017-09-19,14045,2017-09-19,278.0,0.0,38.0
1719,2017-09-20,13720,2017-09-20,306.0,0.0,23.0
1720,2017-09-21,13481,2017-09-21,294.0,0.0,15.0
1721,2017-09-22,14040,2017-09-22,283.0,0.0,20.0
1722,2017-09-23,13484,2017-09-23,300.0,0.0,18.0
1723,2017-09-24,11973,2017-09-24,317.0,0.0,18.0
1724,2017-09-25,12653,2017-09-25,317.0,0.0,18.0
1725,2017-09-26,13457,2017-09-26,294.0,0.0,24.0
1726,2017-09-27,13281,2017-09-27,317.0,0.0,35.0
1727,2017-09-28,14376,2017-09-28,261.0,0.0,58.0
1728,2017-09-29,14530,2017-09-29,228.0,0.0,20.0
1729,2017-09-30,13021,2017-09-30,194.0,0.0,60.0
1730,2017-10-01,12002,2017-10-01,206.0,0.0,16.0
1731,2017-10-02,12700,2017-10-02,233.0,0.0,6.0
1732,2017-10-03,13484,2017-10-03,233.0,0.0,13.0
1733,2017-10-04,13744,2017-10-04,261.0,0.0,21.0
1734,2017-10-05,13892,2017-10-05,294.0,0.0,17.0
1735,2017-10-06,14985,2017-10-06,294.0,0.0,12.0
1736,2017-10-07,15477,2017-10-07,294.0,0.0,40.0
1737,2017-10-08,10404,2017-10-08,283.0,23.0,38.0
1738,2017-10-09,9030,2017-10-09,306.0,132.0,47.0
1739,2017-10-10,13153,2017-10-10,306.0,0.0,12.0
1740,2017-10-11,10374,2017-10-11,239.0,201.0,30.0
1741,2017-10-12,11730,2017-10-12,189.0,0.0,42.0
1742,2017-10-13,12369,2017-10-13,178.0,0.0,26.0
1743,2017-10-14,13815,2017-10-14,228.0,0.0,18.0
1744,2017-10-15,12328,2017-10-15,261.0,0.0,43.0
1745,2017-10-16,11805,2017-10-16,211.0,20.0,58.0
1746,2017-10-17,12286,2017-10-17,172.0,0.0,17.0
1747,2017-10-18,13005,2017-10-18,211.0,0.0,13.0
1748,2017-10-19,13314,2017-10-19,228.0,0.0,14.0
1749,2017-10-20,14247,2017-10-20,244.0,0.0,16.0
1750,2017-10-21,14464,2017-10-21,250.0,0.0,6.0
1751,2017-10-22,13384,2017-10-22,239.0,0.0,18.0
1752,2017-10-23,12602,2017-10-23,239.0,8.0,43.0
1753,2017-10-24,13149,2017-10-24,217.0,127.0,41.0
1754,2017-10-25,12821,2017-10-25,178.0,0.0,37.0
1755,2017-10-26,11768,2017-10-26,150.0,0.0,42.0
1756,2017-10-27,13149,2017-10-27,194.0,0.0,20.0
1757,2017-10-28,13021,2017-10-28,217.0,0.0,45.0
1758,2017-10-29,4591,2017-10-29,189.0,262.0,51.0
1759,2017-10-30,10155,2017-10-30,150.0,28.0,66.0
1760,2017-10-31,11585,2017-10-31,156.0,0.0,20.0
1761,2017-11-01,10859,2017-11-01,133.0,0.0,17.0
1762,2017-11-02,12925,2017-11-02,244.0,0.0,22.0
1763,2017-11-03,13777,2017-11-03,250.0,0.0,30.0
1764,2017-11-04,9278,2017-11-04,139.0,152.0,24.0
1765,2017-11-05,5886,2017-11-05,156.0,25.0,25.0
1766,2017-11-06,11016,2017-11-06,222.0,0.0,43.0
1767,2017-11-07,5112,2017-11-07,106.0,234.0,50.0
1768,2017-11-08,9254,2017-11-08,89.0,0.0,41.0
1769,2017-11-09,9601,2017-11-09,100.0,10.0,17.0
1770,2017-11-10,6755,2017-11-10,78.0,0.0,57.0
1771,2017-11-11,5494,2017-11-11,28.0,0.0,17.0
1772,2017-11-12,5697,2017-11-12,83.0,8.0,10.0
1773,2017-11-13,9060,2017-11-13,100.0,43.0,22.0
1774,2017-11-14,9494,2017-11-14,94.0,0.0,28.0
1775,2017-11-15,9785,2017-11-15,122.0,0.0,18.0
1776,2017-11-16,10200,2017-11-16,167.0,0.0,51.0
1777,2017-11-17,9541,2017-11-17,117.0,0.0,32.0
1778,2017-11-18,7755,2017-11-18,167.0,3.0,56.0
1779,2017-11-19,5911,2017-11-19,156.0,23.0,79.0
1780,2017-11-20,8635,2017-11-20,106.0,0.0,45.0
1781,2017-11-21,9378,2017-11-21,156.0,0.0,45.0
1782,2017-11-22,7208,2017-11-22,133.0,0.0,55.0
1783,2017-11-23,3107,2017-11-23,67.0,0.0,19.0
1784,2017-11-24,5383,2017-11-24,128.0,0.0,17.0
1785,2017-11-25,7177,2017-11-25,167.0,0.0,19.0
1786,2017-11-26,5243,2017-11-26,117.0,0.0,33.0
1787,2017-11-27,9000,2017-11-27,156.0,0.0,20.0
1788,2017-11-28,9676,2017-11-28,172.0,0.0,22.0
1789,2017-11-29,10159,2017-11-29,200.0,0.0,24.0
1790,2017-11-30,10168,2017-11-30,139.0,8.0,16.0
1791,2017-12-01,9659,,,,
1792,2017-12-02,7560,2017-12-02,111.0,0.0,11.0
1793,2017-12-03,6709,2017-12-03,133.0,10.0,17.0
1794,2017-12-04,8885,,,,
1795,2017-12-05,8292,2017-12-05,161.0,23.0,34.0
1796,2017-12-06,8541,2017-12-06,122.0,0.0,41.0
1797,2017-12-07,8721,2017-12-07,94.0,0.0,20.0
1798,2017-12-08,7881,2017-12-08,39.0,0.0,13.0
1799,2017-12-09,2346,2017-12-09,17.0,61.0,17.0
1800,2017-12-10,4151,2017-12-10,44.0,0.0,27.0
1801,2017-12-11,7871,2017-12-11,89.0,0.0,25.0
1802,2017-12-12,7725,2017-12-12,78.0,0.0,67.0
1803,2017-12-13,5854,2017-12-13,11.0,0.0,60.0
1804,2017-12-14,7092,2017-12-14,44.0,0.0,52.0
1805,2017-12-15,4965,2017-12-15,-16.0,5.0,15.0
1806,2017-12-16,5184,2017-12-16,78.0,0.0,35.0
1807,2017-12-17,5141,2017-12-17,106.0,0.0,8.0
1808,2017-12-18,8978,2017-12-18,139.0,0.0,10.0
1809,2017-12-19,9920,2017-12-19,156.0,0.0,18.0
1810,2017-12-20,8336,2017-12-20,117.0,0.0,28.0
1811,2017-12-21,7004,2017-12-21,72.0,0.0,10.0
1812,2017-12-22,6159,2017-12-22,111.0,3.0,17.0
1813,2017-12-23,2464,2017-12-23,167.0,86.0,45.0
1814,2017-12-24,2041,2017-12-24,61.0,0.0,32.0
1815,2017-12-25,1041,2017-12-25,39.0,0.0,64.0
1816,2017-12-26,2789,2017-12-26,28.0,0.0,26.0
1817,2017-12-27,3321,2017-12-27,-5.0,0.0,48.0
1818,2017-12-28,2866,2017-12-28,-49.0,0.0,39.0
1819,2017-12-29,3088,2017-12-29,-5.0,0.0,18.0
1820,2017-12-30,1876,2017-12-30,0.0,8.0,30.0
1821,2017-12-31,1437,2017-12-31,-60.0,0.0,42.0
